鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
信義區,車位,臺北市信義區永吉路２２５巷１０號,1.76,住,,,1120808,土地1建物1車位1,一層,十四層,其他,一般事務所,鋼筋混凝土造,1070109,35.32,0,0,0,無,有,3390000,,坡道平面,35.32,3390000,僅車位交易；,RPWNMLNKPHIGFDA38EA,0.0,0.0,0.0,有,0050
大安區,房地(土地+建物)+車位,臺北市大安區市民大道四段１３６號二樓之３,8.77,住,,,1120801,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0950828,50.45,2,2,1,有,有,17500000,346878,塔式車位,0.0,1500000,其他增建:雨遮陽台外推；,RPRNMLRKQHIGFFA48DA,26.12,6.79,0.0,有,
士林區,土地,溪洲段二小段356地號,17.73,住,,,1120810,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,831200,46881,,0.0,0,包含公共設施保留地用地；,RPRNMLOKQHIGFEA08DA,0.0,0.0,0.0,無,0051
萬華區,房地(土地+建物),臺北市萬華區西園路二段２６１巷３９號,65.0,住,,,1120809,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0491231,67.32,0,0,0,無,無,22600000,335710,,0.0,0,陽台外推；頂樓加蓋；,RPPNMLTJQHIGFBA97DA,67.32,0.0,0.0,無,
北投區,土地,文林段三小段862-1地號,1.1,住,,,1120808,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,454545,,0.0,0,土地增值稅由買方負擔,RPPNMLRKQHIGFEA28EA,0.0,0.0,0.0,無,
內湖區,土地,康寧段三小段887地號,1.52,商,,,1120810,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,657895,,0.0,0,含土地增值稅或其他稅費71839元；市場攤位；,RPWNMLPKQHIGFCA48DA,0.0,0.0,0.0,無,
松山區,車位,臺北市松山區光復南路５８巷２號門牌房屋地下二層,0.02,住,,,1120809,土地2建物1車位1,地下二層,十三層,其他,停車空間,鋼筋混凝土造,1010911,39.07,0,0,0,無,無,3000000,,坡道平面,39.07,3000000,僅車位交易；,RPTNMLKKQHIGFDA77DA,0.0,0.0,0.0,無,0052
信義區,土地,雅祥段三小段328地號,7.0,都市：其他:道路用地(公共設施用地)。51/2/2,,,1120804,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,260000,37143,,0.0,0,包含公共設施保留地用地；,RPQNMLNJQHIGFDA67DA,0.0,0.0,0.0,無,
松山區,車位,臺北市松山區光復南路５８巷２號,0.02,住,,,1120809,土地2建物1車位1,一層,十二層,其他,日常用品零售業不含便利商店,鋼筋混凝土造,1010911,39.01,0,0,0,無,有,2800000,,坡道平面,24.62,2800000,僅車位交易；,RPUNMLKKQHIGFDA87DA,0.0,0.0,0.0,有,0053
中山區,房地(土地+建物),臺北市中山區龍江路１００巷１之２號,31.0,住,,,1120810,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0561229,93.33,0,0,0,無,無,39000000,417872,,0.0,0,,RPQNMLRKQHIGFCA08DA,93.33,0.0,0.0,無,
大同區,房地(土地+建物)+車位,臺北市大同區寧夏路１６５號十四樓,26.68,商,,,1120804,土地2建物3車位3,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001207,281.57,6,2,6,有,有,40500000,143836,升降平面,0.0,0,,RPRNMLQKQHIGFBA08EA,119.08,12.13,12.13,有,
士林區,車位,臺北市士林區中山北路七段８１巷７號房屋地下四層,0.75,住,,,1120806,土地1建物1車位2,地下四層,十九層,其他,防空避難室兼停車場,鋼筋混凝土造,0811124,79.39,0,0,0,無,有,5500000,,坡道平面,79.4,5500000,僅車位交易；,RPWOMLQKQHIGFEA88DA,0.0,0.0,0.0,有,0054
北投區,土地,泉源段四小段672-1地號,44.67,都市：其他:保護區。,,,1120815,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,216000,4835,,0.0,0,,RPPNMLLLQHIGFEA77EA,0.0,0.0,0.0,無,
南港區,土地,南港段一小段967地號,10.18,工,,,1120809,土地5建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3079700,302525,,0.0,0,,RPROMLNKPHIGFDA97EA,0.0,0.0,0.0,無,0055
南港區,房地(土地+建物),臺北市南港區合順街８巷５弄４２號三樓,21.25,住,,,1120801,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,77.0,3,1,1,有,無,9500000,123377,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOPMLQKQHIGFDA08DA,77.0,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區基河路１６之２號三樓之２,11.07,商,,,1120801,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0931231,41.44,1,1,1,有,有,16800000,405405,,0.0,0,夾層；其他增建；,RPSNMLSKQHIGFEA58DA,22.53,0.65,2.32,有,
文山區,土地,興隆段三小段659-4地號,11.18,都市：其他:道路用地(公共設施用地)。,,,1120807,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,657619,58821,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPXOMLLKQHIGFAA08DA,0.0,0.0,0.0,無,0056
松山區,土地,延吉段三小段606地號,16.0,都市：其他:道路用地(公共設施用地)。48/3/13,,,1120804,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1723200,107700,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPPOMLLKQHIGFDA57DA,0.0,0.0,0.0,無,
文山區,土地,實踐段三小段566-1地號,9.0,都市：其他:道路用地(公共設施用地)。70/9/17,,,1120807,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,575100,63900,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPOOMLLKQHIGFAA17DA,0.0,0.0,0.0,無,
文山區,土地,實踐段三小段66地號,165.38,都市：其他:道路用地(公共設施用地)。61/2/7,,,1120804,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9426376,56998,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPSOMLLKQHIGFAA57DA,0.0,0.0,0.0,無,0057
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路１６６號五樓之２,11.71,商,,,1120801,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960927,148.18,3,2,2,有,有,25000000,168714,升降機械,12.26,0,,RPQNMLLLQHIGFBA57EA,72.24,1.16,28.51,有,0058
中正區,土地,福和段一小段551地號,97.0,都市：其他:道路用地(公共設施用地)。46/6/14,,,1120804,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,11349000,117000,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPROMLLKQHIGFAA47DA,0.0,0.0,0.0,無,0059
內湖區,車位,臺北市內湖區康寧路三段２號等共有部分,1.15,商,,,1120804,土地1建物1車位1,,,其他,,,,44.58,0,0,0,無,無,1300000,,坡道平面,44.58,1300000,親友、員工、共有人或其他特殊關係間之交易；僅車位交易；,RPPNMLLLQHIGFCA57EA,0.0,0.0,0.0,有,
大同區,房地(土地+建物),臺北市大同區延平北路二段１９７號七樓之１,3.87,都市：其他:特定專用區(供一般商業使用)。,,,1120811,土地1建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0680420,39.83,0,0,0,無,有,7220000,181270,,0.0,0,,RPSNMLLLQHIGFBA77EA,30.86,0.0,3.38,有,
松山區,土地,寶清段五小段271-2地號,0.44,都市：其他:道路用地(公共設施用地)。62/12/31,,,1120804,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,46133,0,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPXNMLLKQHIGFDA28DA,0.0,0.0,0.0,無,0060
內湖區,房地(土地+建物)+車位,臺北市內湖區安泰街１１４巷３０號九樓,44.81,住,,,1120801,土地1建物1車位3,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021128,324.20000000000005,3,2,2,有,有,35610000,109836,坡道平面,0.0,4960000,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLSKQHIGFCA68EA,109.86,12.96,12.52,有,0061
萬華區,土地,莒光段二小段103-4地號,3.54,都市：其他:道路用地(公共設施用地)。61/9/4,,,1120804,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,203457,57474,,0.0,0,包含公共設施保留地用地；,RPOOMLPKQHIGFBA67DA,0.0,0.0,0.0,無,0062
信義區,土地,雅祥段二小段482地號,233.33,都市：其他:道路用地(公共設施用地)。51/2/2,,,1120801,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,24024550,102964,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPUNMLSLPHIGFDA68DA,0.0,0.0,0.0,無,0063
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段８２巷１２８號四樓之５,16.72,住,,,1120801,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,1111104,87.88999999999999,2,2,1,有,有,19660000,242616,塔式車位,15.1,2000000,,RPUNMLOJQHIGFEA28DA,36.89,5.04,2.98,有,0064
文山區,土地,萬慶段二小段467地號,78.0,都市：其他:道路用地(公共設施用地)。62/10/24,,,1120809,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4290930,55012,,0.0,0,包含公共設施保留地用地；,RPTNMLKKLHIGFAA07EA,0.0,0.0,0.0,無,0065
中山區,房地(土地+建物),臺北市中山區撫順街４１巷３號六樓之４,9.77,商,,,1120807,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0711223,54.29,2,1,1,有,有,11500000,211825,,0.0,0,加裝鐵窗,RPWNMLLLQHIGFCA18DA,37.5,0.0,0.0,有,0066
信義區,土地,逸仙段三小段132地號,19.0,都市：其他:道路用地(公共設施用地)。72/12/16,,,1120809,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2206470,116130,,0.0,0,包含公共設施保留地用地；,RPVOMLNKPHIGFDA38EA,0.0,0.0,0.0,無,0067
文山區,建物,臺北市文山區羅斯福路六段２６巷１號,0.0,,,,1120814,土地0建物1車位0,一層,四層,公寓(5樓含以下無電梯),住工用,加強磚造,0570614,81.93,2,1,1,有,無,10100000,123276,,0.0,0,,RPQNMLLLQHIGFAA47EA,81.93,0.0,0.0,無,
松山區,土地,美仁段二小段333地號,9.2,都市：其他:道路用地(公共設施用地)。48/3/13,,,1120811,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,647488,70379,,0.0,0,包含公共設施保留地用地；,RPXNMLOKQHIGFDA58DA,0.0,0.0,0.0,無,0068
大安區,土地,仁愛段二小段282-2地號,0.01,都市：其他:道路用地(公共設施用地)。48/3/13,,,1120809,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,775,0,,0.0,0,僅供土地買賣包含公共設施保留地用地；,RPRNMLLLQHIGFFA08EA,0.0,0.0,0.0,無,
文山區,房地(土地+建物)+車位,臺北市文山區秀明路二段１１８巷１號八樓之２,15.6,商,,,1120815,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0900802,154.68,3,2,2,有,有,15000000,96974,坡道平面,0.0,0,買方負擔土地增值稅親友、員工、共有人或其他特殊關係間之交易；,RPSNMLLLQHIGFAA57DA,67.76,1.51,6.77,有,
信義區,土地,永吉段四小段38-2地號,13.0,都市：其他:道路用地(公共設施用地)。51/2/2,,,1120807,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1671429,128571,,0.0,0,未登記建物；包含公共設施保留地用地；,RPSNMLLLQHIGFDA87DA,0.0,0.0,0.0,無,
大安區,土地,懷生段二小段419地號,37.86,都市：其他:道路用地(公共設施用地)。62/3/7,,,1120809,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3704700,97853,,0.0,0,包含公共設施保留地用地；,RPRNMLKKLHIGFFA37EA,0.0,0.0,0.0,無,0069
中正區,建物,臺北市中正區羅斯福路二段８巷１０號１２號房屋地下層,0.0,,,,1120802,土地0建物1車位0,防空避難室,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,0760224,8.02,0,0,0,無,無,200000,24938,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLRJQHIGFAA08DA,8.02,0.0,0.0,無,
信義區,土地,祥和段二小段335地號,24.0,都市：其他:道路用地(公共設施用地)。62/5/29,,,1120809,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2164260,90178,,0.0,0,包含公共設施保留地用地；,RPUOMLNKPHIGFDA28EA,0.0,0.0,0.0,無,0070
大安區,房地(土地+建物),臺北市大安區和平東路三段１巷７２弄９號九樓,19.94,住,,,1120805,土地1建物1車位0,九層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740522,102.6,2,2,1,有,有,26500000,258285,,0.0,0,,RPPNMLLLQHIGFFA87EA,75.13,1.26,7.07,有,
信義區,房地(土地+建物),臺北市信義區和平東路三段３９１巷２９之１號四樓,26.5,住,,,1120812,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660921,72.81,2,3,2,有,無,17780000,244197,,0.0,0,增建項目：頂樓平台、前後陽台,RPSOMLOKQHIGFDA18DA,62.79,0.79,9.23,無,
信義區,土地,永吉段四小段38-1地號,8.0,都市：其他:道路用地(公共設施用地)。51/2/2,,,1120807,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1028571,128571,,0.0,0,未登記建物；包含公共設施保留地用地；,RPRNMLLLQHIGFDA77DA,0.0,0.0,0.0,無,
大同區,土地,迪化段二小段205地號,0.89,都市：其他:特定專用區(供特定商業使用)。,,,1120817,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,0,,0.0,0,急買急賣；,RPQNMLMLQHIGFBA57DA,0.0,0.0,0.0,無,
北投區,土地,豐年段二小段718地號,6.0,住,,,1120804,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1250000,208333,,0.0,0,政府機關標讓售；,RPTNMLMLQHIGFEA28EA,0.0,0.0,0.0,無,
文山區,房地(土地+建物),臺北市文山區景興路１８８號十八樓之３,3.71,商,,,1120805,土地1建物1車位0,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0850104,45.43,1,1,1,有,有,6930000,152509,,0.0,0,其他增建；,RPSNMLKKQHIGFAA37DA,21.46,1.01,2.35,有,0071
松山區,房地(土地+建物),臺北市松山區民生東路五段１５３號十二樓之９,6.73,商,,,1120804,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720129,77.36,2,2,1,有,有,19800000,255946,,0.0,0,,RPTOMLMLQHIGFDA18DA,59.36,0.0,6.09,有,0072
中山區,土地,吉林段三小段300地號,78.19,都市：其他:道路用地(公共設施用地)。54/9/11,,,1120815,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5285404,67597,,0.0,0,包含公共設施保留地用地；,RPQQMLMLQHIGFCA08EA,0.0,0.0,0.0,無,0073
萬華區,房地(土地+建物),臺北市萬華區西園路二段３２０巷１７號,32.67,住,,,1120801,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),,加強磚造,,68.22,3,2,1,有,無,12500000,183231,,0.0,0,其他增建；含租約；,RPRPMLRKQHIGFBA28DA,68.22,0.0,0.0,無,0074
大安區,土地,復興段三小段600-1地號,0.25,都市：其他:道路用地(公共設施用地)。48/3/13,,,1120804,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,20925,0,,0.0,0,112年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPSNMLSLPHIGFFA68DA,0.0,0.0,0.0,無,0075
松山區,房地(土地+建物),臺北市松山區民生東路五段１８４號二樓之３,2.97,商,,,1120809,土地1建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0721229,32.29,0,0,0,無,有,5769999,178693,,0.0,0,,RPQNMLRKQHIGFDA18DA,19.2,0.0,0.0,有,
大同區,土地,橋北段三小段799地號,2.66,住,,,1120810,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1600000,601504,,0.0,0,,RPTNMLKKQHIGFBA57DA,0.0,0.0,0.0,無,0076
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路１９２號三樓,6.67,工,,,1120807,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),工業用,見使用執照,0891106,57.44,0,0,0,無,有,6680000,116295,坡道平面,0.0,0,持分交易親友、員工、共有人或其他特殊關係間之交易；,RPRNMLLLQHIGFCA77EA,39.08,0.0,0.0,有,
中山區,土地,吉林段四小段828地號,0.42,商,,,1120814,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,182406,0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLLLQHIGFCA87DA,0.0,0.0,0.0,無,
北投區,房地(土地+建物),臺北市北投區知行路２３７號五樓,20.04,住,,,1120801,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680627,80.08,3,2,2,有,無,3221260,40226,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLLKQHIGFEA97DA,66.98,0.0,13.1,無,
內湖區,房地(土地+建物),臺北市內湖區民權東路六段１４６號十一樓之７,4.43,商,,,1120806,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960621,44.44,1,1,1,有,有,10500000,236274,,0.0,0,,RPQOMLSKQHIGFCA28DA,27.46,0.95,0.0,有,
北投區,土地,秀山段二小段436地號,15.0,都市：其他:道路用地(公共設施用地)。66/12/27,,,1120815,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,13333,,0.0,0,僅供土地買賣包含公共設施保留地用地；,RPRNMLMLQHIGFEA08EA,0.0,0.0,0.0,無,
