鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路２３５巷５８號二樓之１,43.07,住,,,1120410,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970627,202.31,4,2,2,有,有,45500000,260590,坡道平面,37.3,2500000,其他增建；,RPXNMLPJOHIGFDA38DA,103.04,7.63,7.95,有,2193
文山區,房地(土地+建物),臺北市文山區指南路三段５７之５號,8.75,住,,,1120412,土地1建物1車位0,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110913,37.33,1,1,1,有,有,9000000,241093,,0.0,0,,RPWNMLRKNHIGFAA18DA,20.85,0.0,2.73,有,
松山區,房地(土地+建物),臺北市松山區民權東路三段１９１巷７６號二樓,36.19,住,,,1120410,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620415,120.77,3,2,2,有,無,19200000,158980,,0.0,0,,RPVNMLQLNHIGFDA38DA,120.77,0.0,0.0,無,
松山區,房地(土地+建物)+車位,臺北市松山區三民路４３巷１９號二樓,45.89,住,,,1120414,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931020,238.28,4,2,2,有,有,45000000,188853,坡道平面,0.0,0,,RPQNMLLLOHIGFDA47DA,114.78,2.71,11.39,有,
松山區,房地(土地+建物),臺北市松山區敦化北路１４５巷２３弄５號六樓之２,22.38,住,,,1120421,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,1100315,96.99000000000001,2,1,1,有,有,39900000,411383,,0.0,0,,RPOPMLRLLHIGFDA87EA,47.6,0.0,4.14,有,
大同區,房地(土地+建物),臺北市大同區延平北路三段１００號五樓,17.38,住,,,1120421,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700112,90.88,3,2,2,有,無,16000000,176056,,0.0,0,陽台外推；,RPROMLTKNHIGFBA08DA,70.05,0.0,10.52,有,2194
士林區,房地(土地+建物)+車位,臺北市士林區雨農路７８號四樓,49.42,住,,,1120428,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940505,217.54000000000002,4,2,2,有,有,40800000,187552,坡道平面,0.0,0,,RPSNMLRLOHIGFEA38DA,114.66,0.0,11.27,有,2195
內湖區,房地(土地+建物),臺北市內湖區新明路６８巷１８弄６號,44.0,工,,,1120403,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0570625,114.39,4,1,1,有,無,13100000,114521,,0.0,0,其他增建；,RPXOMLPKOHIGFCA48DA,103.89,3.5,7.0,無,2196
中山區,房地(土地+建物),臺北市中山區龍江路３３１巷１３號二樓,54.36,住,,,1120410,土地2建物2車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680107,169.91,3,2,2,有,無,25368889,149308,,0.0,0,,RPTNMLPKNHIGFCA87DA,147.57,0.0,22.34,無,1325
大安區,房地(土地+建物)+車位,臺北市大安區通化街１８８號九樓,37.42,住,,,1120415,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941104,218.44,2,2,2,有,有,59680000,300405,坡道平面,33.09,4000000,陽台外推；其他增建；,RPQNMLSJOHIGFFA18DA,106.89,4.83,13.15,有,
大同區,房地(土地+建物)+車位,臺北市大同區重慶北路三段１３９號四樓,49.12,商,,,1120407,土地1建物1車位2,四層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0880607,421.4,3,2,2,有,有,62000000,147129,坡道機械,0.0,4000000,,RPTNMLQJOHIGFBA87DA,217.92,0.0,28.05,有,
士林區,房地(土地+建物)+車位,臺北市士林區中山北路七段１９０巷１２弄１３號,43.75,住,,,1120430,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761001,214.95000000000002,5,2,2,有,無,33960000,157983,坡道平面,33.75,0,其他增建；,RPSNMLQLNHIGFEA18DA,189.6,15.39,0.0,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央南路二段１２之１９號十一樓,8.51,工,,,1120428,土地1建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1040828,85.39,1,1,1,有,有,9550000,155734,坡道平面,36.91,2000000,,RPROMLNKOHIGFEA87DA,27.4,1.53,3.16,有,2198
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１２３巷２０弄８號十樓之３,14.56,商,,,1120414,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0930302,140.98000000000002,3,2,2,有,有,26200000,185842,坡道平面,0.0,0,陽台外推；夾層；其他增建；,RPTSMLTJOHIGFCA78DA,64.0,0.77,7.93,有,
信義區,土地,雅祥段二小段204-1地號,8.0,都市：其他:道路用地(公共設施用地)。68/10/15,,,1120422,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,325000,40625,,0.0,0,包含公共設施保留地用地；,RPSNMLRLOHIGFDA38EA,0.0,0.0,0.0,無,
信義區,土地,和段二小段353地號,14.35,住,,,1120425,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2821000,196585,,0.0,0,,RPQNMLRLOHIGFDA18EA,0.0,0.0,0.0,無,2199
松山區,房地(土地+建物),臺北市松山區新東街２６巷６號四樓,36.5,都市：其他:住宅用地(民生社區特定專用區)。,,,1120420,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610629,87.63,2,2,1,有,無,15000000,171174,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPOPMLLLMHIGFDA27DA,87.63,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區德行東路２０９巷３號二樓,48.55,住,,,1120430,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680910,142.35,4,2,2,有,無,24060000,169020,,0.0,0,鐵鋁窗增建陽台外推；其他增建；,RPUNMLRLOHIGFEA68EA,123.77,0.0,18.58,無,
大同區,土地,玉泉段一小段391-1地號,7.0,都市：其他:道路用地(公共設施用地)。63/10/18,,,1120408,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,283010,40430,,0.0,0,依土地法第34-1條規定辦理包含公共設施保留地用地；,RPSNMLOKOHIGFBA67DA,0.0,0.0,0.0,無,2200
內湖區,房地(土地+建物),臺北市內湖區文德路２２０巷３５號八樓之３,8.5,住,,,1120407,土地1建物1車位0,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960330,47.54,1,1,1,有,有,12880000,270930,,0.0,0,,RPPOMLQLOHIGFCA87DA,26.31,3.52,2.47,有,2201
北投區,房地(土地+建物)+車位,臺北市北投區民族街４３巷１９號五樓,49.5,住,,,1120408,土地1建物1車位2,五層，見其他登記事項,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050615,196.49,4,2,3,有,無,26300000,133849,升降機械,28.02,0,,RPTNMLRKNHIGFEA28DA,86.68,5.63,14.52,有,
大同區,土地,玉泉段一小段391-1地號,7.0,都市：其他:道路用地(公共設施用地)。63/10/18,,,1120408,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,283010,40430,,0.0,0,包含公共設施保留地用地；,RPQNMLOKOHIGFBA47DA,0.0,0.0,0.0,無,2200
中山區,房地(土地+建物),臺北市中山區龍江路４４３巷１之１號五樓,21.7,住,,,1120411,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750103,78.28999999999999,3,2,1,有,無,15800000,201814,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPRPMLTJOHIGFCA28DA,67.83,0.0,6.94,無,2203
萬華區,房地(土地+建物),臺北市萬華區雙園街６７巷２６號,26.5,住,,,1120428,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620904,74.25,2,2,2,有,無,10000000,134680,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRLOHIGFBA87EA,63.53,10.72,0.0,無,
大安區,房地(土地+建物),臺北市大安區信義路四段２６５巷３１弄２號四樓,6.74,住,,,1120418,土地2建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701231,33.42,4,2,2,有,無,7000000,209455,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRLOHIGFFA28EA,27.37,0.0,5.05,有,2204
信義區,土地,和段二小段353地號,14.35,住,,,1120425,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2821000,196585,,0.0,0,,RPPNMLRLOHIGFDA08EA,0.0,0.0,0.0,無,2199
士林區,車位,臺北市士林區承德路四段３５４號房屋地下二層,1.8,住,,,1120420,土地1建物1車位1,地下二層,十二層,其他,見使用執照,鋼筋混凝土造,0770420,46.040000000000006,0,0,0,無,無,3000000,,坡道平面,0.0,3000000,僅車位交易；,RPQNMLLKNHIGFEA37DA,0.0,0.0,0.0,無,
萬華區,房地(土地+建物),臺北市萬華區中華路一段７６巷４號五樓,10.22,商,,,1120430,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681119,26.19,1,1,1,有,無,4200000,160367,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；未登記建物；,RPXOMLRLOHIGFBA68DA,26.19,0.0,0.0,無,
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１５０之５號十四樓之５,7.27,商,,,1120407,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980106,120.85,2,1,1,有,有,19500000,161357,坡道平面,37.47,0,,RPQOMLMLNHIGFCA47DA,37.16,0.0,15.87,有,
信義區,房地(土地+建物),臺北市信義區松山路４６５巷４０號三樓,31.25,住,,,1120411,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610103,88.65,3,2,1,有,無,19600000,221094,,0.0,0,陽台外推；其他增建；,RPRPMLQKOHIGFDA18DA,88.65,0.0,0.0,無,
信義區,房地(土地+建物),臺北市信義區虎林街１００巷９１號,22.0,住,,,1120430,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0510201,63.9,3,3,3,有,無,18900000,295775,,0.0,0,頂樓加蓋；,RPUNMLKLOHIGFDA77DA,63.9,0.0,0.0,無,2206
士林區,房地(土地+建物),臺北市士林區承德路四段３６０號十二樓,15.3,住,,,1120415,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770420,108.78,2,2,2,有,有,22400000,205920,,0.0,0,陽台外推；頂樓加蓋；,RPPNMLLKNHIGFEA27DA,81.89,0.53,10.88,有,
北投區,房地(土地+建物),臺北市北投區中和街４９３巷１６弄６號四樓,22.61,住,,,1120420,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750930,77.59,3,2,1,有,無,7750000,99884,,0.0,0,陽台加窗其他增建；,RPUOMLRLOHIGFEA68DA,70.52,0.0,7.07,無,
萬華區,房地(土地+建物),臺北市萬華區富民路１４５巷１５弄２７之１號三樓,32.0,住,,,1120410,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660815,89.36,4,2,2,有,無,6940000,77663,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPQNMLTLOHIGFBA18EA,81.64,0.0,7.72,無,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５１５巷５２號十樓,13.85,工,,,1120430,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1021129,70.41999999999999,1,1,1,有,有,12600000,178926,坡道平面,0.0,0,,RPVOMLSLOHIGFEA88DA,33.08,1.78,1.9,有,2207
大安區,房地(土地+建物),臺北市大安區通化街３８巷１８弄６號二樓,10.21,商,,,1120430,土地1建物1車位0,二層,七層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701229,58.150000000000006,2,1,1,有,無,11800000,202923,,0.0,0,1~3樓無電梯使用權陽台外推；其他增建；,RPPNMLQLOHIGFFA08DA,44.36,0.0,6.88,無,2208
士林區,房地(土地+建物),臺北市士林區至誠路二段４５之１號五樓,33.03,住,,,1120430,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710719,107.69,3,2,2,有,無,17300000,160646,,0.0,0,頂樓加蓋；其他增建；,RPQNMLMKOHIGFEA57DA,87.18,0.0,9.31,無,
北投區,房地(土地+建物),臺北市北投區知行路１巷１５號,84.0,住,,,1120411,土地2建物1車位0,全,一層,透天厝,住家用,加強磚造,05601,83.52,4,2,3,有,無,15000000,179598,,0.0,0,頂樓加蓋；,RPPNMLSLOHIGFEA28EA,83.52,0.0,0.0,無,
松山區,房地(土地+建物),臺北市松山區民生東路五段１７０號九樓之１,11.24,商,,,1120430,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0680521,90.24,2,2,1,有,有,25280000,280142,,0.0,0,陽台外推；其他增建；,RPTNMLRKOHIGFDA28DA,69.52,0.0,8.86,有,2209
大安區,房地(土地+建物),臺北市大安區敦化南路一段２７０巷３６號四樓,42.75,都市：其他:第四種住宅區。,,,1120418,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0621029,98.76,6,0,2,有,無,29000000,293641,,0.0,0,土地價格：28722421元整、建物價格：277579元整。陽台外推；,RPWOMLTLOHIGFFA56DA,89.55,0.0,9.21,無,
松山區,房地(土地+建物),臺北市松山區南京東路五段２９１巷１９弄２２號三樓,23.8,住,,,1120419,土地1建物2車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740809,139.91,3,2,1,有,無,14400000,102916,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLTJOHIGFDA38EA,128.99,0.0,7.08,無,
北投區,房地(土地+建物),臺北市北投區懷德街６０號,29.55,住,,,1120419,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0680820,101.53,3,1,2,有,無,20000000,196986,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPROMLTLOHIGFEA58DA,88.01,13.52,0.0,無,
松山區,房地(土地+建物),臺北市松山區延壽街３５６巷４弄４號三樓,25.8,住,,,1120426,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670824,101.56,2,2,2,有,無,23000000,226467,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLSLOHIGFDA68DA,89.63,0.0,11.93,無,2210
松山區,房地(土地+建物),臺北市松山區市民大道四段２１５號,46.13,住,,,1120430,土地1建物1車位0,地下層,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,0670330,191.34,2,2,1,有,有,40500000,211665,,0.0,0,,RPQOMLTLOHIGFDA38DA,174.28,17.06,0.0,有,2211
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街１３６巷３弄６號三樓之３,14.83,商,,,1120422,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0870122,105.97,2,2,1,有,有,18680000,176276,坡道機械,0.0,1500000,,RPVNMLKMOHIGFCA87DA,62.45,2.24,8.7,有,
士林區,房地(土地+建物)+車位,臺北市士林區通河西街二段１２６號三樓,37.53,住,,,1120423,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1000525,219.37,3,2,2,有,有,30800000,154484,坡道平面,36.18,2500000,其他增建；,RPQNMLMJOHIGFEA47DA,98.9,13.38,7.13,有,2212
中正區,房地(土地+建物),臺北市中正區羅斯福路二段６６巷２號十二樓之１,13.02,商,,,1120407,土地2建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710122,126.44,4,2,2,有,有,30350000,240035,,0.0,0,頂樓加蓋；,RPPNMLKMOHIGFAA07DA,93.91,0.0,9.4,有,
中山區,房地(土地+建物),臺北市中山區吉林路２４號四樓之２,19.35,住,,,1120426,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0661227,168.69,3,1,0,有,有,36800000,218152,,0.0,0,,RPPNMLNJPHIGFCA47EA,135.02,0.0,0.0,有,2213
內湖區,土地,舊宗段36-1地號,14.4,工,,,1120412,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6185520,429550,,0.0,0,,RPPNMLLJNHIGFCA96DA,0.0,0.0,0.0,無,2214
內湖區,土地,舊宗段36-1地號,11.78,工,,,1120412,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5060880,429616,,0.0,0,,RPQNMLLJNHIGFCA07DA,0.0,0.0,0.0,無,2214
內湖區,土地,舊宗段36-1地號,96.01,工,,,1120412,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,41236800,429505,,0.0,0,,RPRNMLLJNHIGFCA17DA,0.0,0.0,0.0,無,2214
中山區,房地(土地+建物)+車位,臺北市中山區建國北路二段２２０號十樓,24.19,住,,,1120425,土地2建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990924,301.65999999999997,3,2,2,有,有,58000000,247317,坡道平面,87.36,5000000,,RPUOMLLJOHIGFCA67DA,117.04,10.37,16.48,有,
中正區,房地(土地+建物),臺北市中正區同安街１０１巷１１號,47.5,住,,,1120425,土地3建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650810,140.59,3,2,2,有,無,33500000,238282,,0.0,0,其他增建；,RPOOMLQKOHIGFAA47DA,140.59,0.0,0.0,無,
內湖區,房地(土地+建物),臺北市內湖區港墘路２４號四樓,30.0,住,,,1120426,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720518,102.03,3,2,2,有,無,19150000,187690,,0.0,0,,RPXNMLKLOHIGFCA97DA,95.38,0.0,6.65,無,2217
內湖區,土地,舊宗段36-1地號,27.04,工,,,1120412,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,11621280,429781,,0.0,0,,RPTNMLLJNHIGFCA37DA,0.0,0.0,0.0,無,2214
內湖區,土地,舊宗段36-1地號,22.13,工,,,1120412,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9508320,429657,,0.0,0,,RPUNMLLJNHIGFCA47DA,0.0,0.0,0.0,無,2214
內湖區,土地,舊宗段36-1地號,78.55,工,,,1120412,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,33739200,429525,,0.0,0,,RPSNMLLJNHIGFCA27DA,0.0,0.0,0.0,無,2214
文山區,房地(土地+建物)+車位,臺北市文山區保儀路３８號二十四樓,16.74,商,,,1120423,土地1建物1車位1,二十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1111220,204.76,0,0,0,無,有,43320000,241536,坡道平面,37.0,2800000,毛胚屋；,RPXNMLTLMHIGFAA48DA,91.29,9.59,10.52,有,
士林區,房地(土地+建物)+車位,臺北市士林區中山北路七段１１４巷４１弄１１號,35.64,住,,,1120411,土地1建物1車位1,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0770112,165.77,4,2,2,有,有,26800000,161670,坡道機械,0.0,0,,RPSNMLOJPHIGFEA08EA,133.75,10.02,0.0,有,
文山區,房地(土地+建物)+車位,臺北市文山區保儀路３８號二十一樓,16.74,商,,,1120419,土地1建物1車位1,二十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1111220,204.76,0,0,0,無,有,39000000,217573,坡道平面,37.0,2500000,毛胚屋；,RPWNMLTLMHIGFAA38DA,91.29,9.59,10.52,有,
松山區,房地(土地+建物),臺北市松山區復興北路１號十四樓之３,14.6,商,,,1120419,土地1建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710707,182.45,3,1,0,有,有,43200000,236777,,0.0,0,,RPRNMLPLOHIGFDA97DA,140.28,0.0,8.7,有,
